Index,height,weights
2736,69.71027,160.8859
2737,69.63078,132.8733
2738,71.04817,138.0744
2739,67.8894,128.7946
2740,69.08591,139.7656
2741,70.50786,127.2788
2742,66.75964,140.3527
2743,66.45788,118.3607
2744,64.38452,109.4539
2745,67.70213,135.3701
2746,72.16119,141.8671
2747,66.73368,134.3878
2748,64.59658,113.6028
2749,69.18583,136.7389
2750,67.70525,142.2085
2751,70.46124,132.8252
2752,66.84239,135.3456
2753,68.09464,126.5742
2754,69.27278,141.667
2755,66.06118,114.3427
2756,68.85839,142.794
2757,68.24827,109.1823
2758,69.68789,123.3539
2759,70.34077,139.9099
2760,68.47674,118.7857
2761,66.78425,122.2756
2762,67.06985,124.811
2763,68.38893,112.4658
2764,67.18538,111.7251
2765,66.8759,109.1189
2766,72.46405,138.8395
2767,68.05495,125.6718
2768,68.9238,129.8238
2769,66.55309,117.9982
2770,68.00334,133.4084
2771,62.53614,120.647
2772,70.71058,140.2181
2773,68.53707,125.2862
2774,70.0098,151.713
2775,68.65745,120.2825
2776,68.89097,119.1438
2777,67.25272,133.3836
2778,67.39484,133.6104
2779,63.37237,128.7288
2780,67.9351,120.8477
2781,68.38418,131.7234
2782,68.37863,134.8459
2783,65.57367,137.9377
2784,65.23577,128.5973
2785,71.3169,139.8829
2786,70.16627,129.0204
2787,67.42392,122.5717
2788,70.49904,114.3634
2789,68.30668,135.853
2790,67.14412,135.207
2791,64.68621,94.21971
2792,66.82203,140.4193
2793,66.17213,123.9367
2794,67.40223,129.5135
2795,69.65239,148.1859
2796,64.6447,120.4178
2797,63.86895,97.02574
2798,67.7235,114.9802
2799,66.78698,104.0527
2800,68.37223,140.6462
2801,68.04613,118.4149
2802,70.70988,146.6187
2803,68.42309,133.7406
2804,69.39765,118.5079
2805,71.73856,150.9213
2806,70.69601,121.8109
2807,69.79586,146.1372
2808,69.20814,128.8862
2809,66.49242,128.4737
2810,67.16108,139.2681
2811,68.76219,126.9364
2812,66.64609,134.9489
2813,69.91623,141.9177
2814,70.71477,137.8023
2815,68.86691,117.7445
2816,65.56879,119.5334
2817,70.7695,147.1214
2818,68.31719,134.2732
2819,63.7678,97.04078
2820,66.49473,122.836
2821,69.21965,129.9591
2822,71.49924,149.1274
2823,67.75486,128.5848
2824,66.19603,117.3529
2825,65.29404,112.1173
2826,68.37324,129.5659
2827,69.09809,121.057
2828,68.5956,110.0357
2829,67.78989,120.7787
2830,67.02507,122.308
2831,66.31844,126.8147
2832,66.33367,140.2312
2833,65.50586,111.649
2834,68.05216,124.0093
2835,69.33545,135.4809
2836,66.39304,126.1881
2837,69.2076,143.3931
2838,70.21379,122.1613
2839,69.178,142.7784
2840,66.76739,134.2148
2841,64.88316,125.5308
2842,70.25427,130.1801
2843,68.38013,130.1171
2844,66.62364,121.8803
2845,67.96737,116.8868
2846,69.07966,128.4637
2847,65.49639,108.2566
2848,67.94823,131.4797
2849,67.69124,131.0789
2850,69.9714,134.3432
2851,67.69387,112.2898
2852,65.98735,113.6996
2853,68.3664,128.5446
2854,69.52877,136.7997
2855,69.27294,130.2612
2856,69.41669,128.4186
2857,70.15337,139.8741
2858,69.82573,132.6543
2859,65.91827,115.9192
2860,67.98945,118.7202
2861,72.12813,135.5268
2862,67.48301,113.3464
2863,68.26193,117.904
2864,69.41184,130.5207
2865,67.82148,123.5959
2866,69.69729,141.3599
2867,63.45113,104.2273
2868,66.9028,122.3933
2869,69.05969,134.2747
2870,69.02413,120.2068
2871,65.1896,127.2096
2872,65.30411,119.1556
2873,67.8454,100.2365
2874,67.09743,121.1992
2875,65.5786,108.1626
2876,68.31828,129.8971
2877,67.77752,125.3103
2878,67.83922,130.7952
2879,67.09143,127.9221
2880,68.6965,135.3072
2881,70.66714,141.6093
2882,65.74989,134.5339
2883,68.51671,135.9882
2884,67.59335,125.5196
2885,65.84344,123.0473
2886,64.9153,118.3384
2887,64.58123,119.5443
2888,66.90827,136.7318
2889,68.0883,129.1382
2890,65.46098,117.3543
2891,69.62403,133.886
2892,70.62668,127.1567
2893,65.82364,118.264
2894,65.06787,120.8378
2895,66.22122,132.7183
2896,69.68826,125.88
2897,69.70612,129.4925
2898,67.65097,136.1796
2899,69.95219,133.0623
2900,70.00937,129.9978
2901,67.61783,125.53
2902,69.31318,139.8597
2903,68.22656,132.6316
2904,68.55723,118.8729
2905,64.22112,122.1174
2906,66.05632,127.3063
2907,66.90354,113.6921
2908,66.84621,121.585
2909,69.4938,146.0665
2910,68.55353,113.6965
2911,65.61282,110.3262
2912,67.37674,124.0148
2913,68.09175,128.9185
2914,66.65804,117.0019
2915,69.54961,144.9385
2916,66.25728,123.9976
2917,67.98509,135.5365
2918,66.09544,126.996
2919,70.52477,134.6828
2920,67.19875,111.0968
2921,68.24137,121.9514
2922,70.97253,134.2293
2923,66.62434,128.3887
2924,65.60995,124.7491
2925,67.79978,111.9651
2926,67.56776,128.4301
2927,65.14281,113.4592
2928,65.46067,129.2624
2929,68.4843,131.5885
2930,68.24746,126.4105
2931,68.62227,137.2275
2932,67.23277,123.8138
2933,70.9315,124.931
2934,70.41644,145.2017
2935,67.76785,125.2728
2936,68.93413,128.9511
2937,66.63682,123.6178
2938,68.50584,123.3779
2939,66.74655,103.455
2940,68.34022,121.1823
2941,68.64082,104.9272
2942,67.7798,119.9736
2943,68.01308,132.8794
2944,64.20657,119.5831
2945,68.16944,128.8536
2946,67.55289,125.4723
2947,67.94972,120.232
2948,65.82888,110.4565
2949,67.43166,138.2801
2950,69.76313,124.4852
2951,66.74117,117.0476
2952,67.23078,127.707
2953,66.219,121.3801
2954,65.57556,126.3779
2955,66.46532,105.6146
2956,71.70666,150.0118
2957,68.32124,127.4253
2958,65.81092,123.0644
2959,68.90095,119.241
2960,66.25545,124.3161
2961,67.63532,119.8268
2962,69.60217,135.871
2963,69.19207,129.4251
2964,68.12331,116.5582
2965,67.47898,116.8066
2966,66.24642,113.4835
2967,68.50173,121.5935
2968,62.87696,102.6336
2969,65.24352,109.5423
2970,69.99091,136.7711
2971,68.75121,125.0167
2972,66.26559,132.9041
2973,67.33988,137.9208
2974,66.08783,128.0748
2975,69.10841,141.3046
2976,68.02947,136.2458
2977,71.4988,144.147
2978,66.42022,128.7172
2979,68.53037,127.7893
2980,69.54256,134.6098
2981,68.89587,149.2571
2982,65.34144,118.4045
2983,68.85953,147.4612
2984,67.9932,115.8792
2985,70.34681,132.0704
2986,65.40868,123.2475
2987,69.67377,134.0875
2988,70.37964,137.3754
2989,68.23626,128.6996
2990,67.40948,133.7103
2991,69.72564,131.2636
2992,66.96911,112.5541
2993,67.05246,118.0263
2994,68.0873,127.3013
2995,70.4947,125.7998
2996,68.59715,126.259
2997,66.45012,119.3414
2998,67.24533,122.5965
2999,69.22665,135.3375
3000,68.4148,137.2091
3001,70.51338,143.7382
3002,70.63103,145.4599
3003,69.83323,133.1488
3004,69.76098,132.4917
3005,68.11679,126.8125
3006,66.53431,120.2043
3007,71.0373,127.177
3008,65.66484,119.1195
3009,67.11404,131.011
3010,70.93121,151.9596
3011,68.25011,147.9148
3012,67.04474,120.1896
3013,69.40034,121.6422
3014,68.35952,131.7405
3015,65.7936,105.584
3016,65.16867,125.1514
3017,64.31223,132.5808
3018,70.65237,116.5383
3019,68.04397,141.8528
3020,67.60186,130.1925
3021,67.58242,120.4606
3022,68.50821,128.9264
3023,65.84079,119.5386
3024,69.13492,137.8896
3025,68.00897,122.4403
3026,67.56761,129.7133
3027,66.79775,127.9067
3028,70.41567,146.7498
3029,66.6532,111.2623
3030,68.94427,138.8701
3031,69.2921,119.7773
3032,71.21679,128.0274
3033,68.26773,106.61
3034,65.73369,113.3707
3035,63.63362,106.5873
3036,69.44197,125.085
3037,67.08087,125.2055
3038,66.03614,123.3208
3039,66.75256,109.923
3040,69.05655,129.0132
3041,66.02949,108.5156
3042,67.62446,138.1906
3043,66.54145,121.1649
3044,71.4012,133.5965
3045,68.54057,132.5515
3046,66.23601,123.6908
3047,71.74579,148.3826
3048,64.8262,124.0167
3049,69.13628,150.4434
3050,63.85309,113.5616
3051,65.88387,118.8276
3052,70.20793,152.1525
3053,69.83569,121.8741
3054,66.51127,127.3143
3055,71.09805,147.2711
3056,64.60825,112.4456
3057,70.23276,137.7724
3058,64.68824,108.5133
3059,67.16361,124.8309
3060,69.32709,133.656
3061,68.45934,142.1525
3062,66.99209,125.4821
3063,68.44693,132.342
3064,67.41731,128.0697
3065,69.21256,120.7853
3066,65.23174,129.8998
3067,65.42771,117.499
3068,66.99225,121.0608
3069,69.66303,118.2405
3070,67.29207,117.7533
3071,64.37238,124.134
3072,68.90985,106.8616
3073,70.80439,124.5028
3074,68.7004,129.2788
3075,68.29255,113.5292
3076,65.50586,125.7542
3077,68.97897,121.0893
3078,69.65275,125.5083
3079,69.49526,133.7579
3080,66.61841,131.7656
3081,64.46226,117.407
3082,69.10304,131.1557
3083,67.86149,128.0879
3084,67.83106,107.8007
3085,67.66576,133.9987
3086,67.93384,123.2716
3087,71.95735,142.6244
3088,66.88443,115.1191
3089,71.25927,130.7929
3090,63.13444,111.3605
3091,70.25703,131.1771
3092,67.68872,109.8541
3093,63.45505,113.3017
3094,71.59334,117.9625
3095,68.69094,140.3001
3096,64.36556,122.4675
3097,68.84021,139.5953
3098,67.79238,130.4642
3099,65.97475,121.9744
3100,64.23339,106.8916
3101,65.46597,113.5834
3102,65.22202,94.61233
3103,67.90056,120.3075
3104,64.42244,131.5245
3105,68.23998,113.3743
3106,70.01671,128.8175
3107,67.25105,131.9522
3108,67.28007,117.6487
3109,69.48821,129.6283
3110,69.50486,136.9585
3111,68.0898,120.5675
3112,68.09624,127.7017
3113,64.59835,113.0571
3114,67.63863,117.784
3115,69.07559,145.8644
3116,65.43751,123.7503
3117,66.04755,116.2935
3118,67.38822,113.2922
3119,68.74094,121.8236
3120,66.68207,132.4644
3121,67.10251,116.5027
3122,68.72578,148.798
3123,69.95585,134.2309
3124,71.48969,151.6437
3125,66.69291,128.2832
3126,65.37967,110.6266
3127,67.59507,126.1888
3128,67.65455,113.8593
3129,68.68263,125.494
3130,69.58679,125.2317
3131,68.37402,123.4402
3132,67.93581,131.6798
3133,65.44645,133.7783
3134,68.37812,117.4608
3135,70.02962,134.5618
3136,66.48126,125.3948
3137,69.02608,114.1902
3138,69.55202,144.8532
3139,64.80997,132.2021
3140,65.70656,107.7373
3141,65.72803,140.2288
3142,68.21876,121.7152
3143,65.86034,125.5649
3144,65.16426,126.6267
3145,66.96428,135.9602
3146,63.75844,105.6245
3147,69.96035,146.4008
3148,69.29626,106.2849
3149,65.18388,117.985
3150,67.37365,107.4966
3151,69.76312,119.6316
3152,65.20697,116.4881
3153,66.31364,124.9947
3154,66.74365,118.0293
3155,65.57241,128.5441
3156,71.05515,134.7298
3157,69.28167,135.8658
3158,71.77797,136.3061
3159,63.53338,104.7024
3160,69.75851,120.3953
3161,66.7395,118.3091
3162,66.76099,122.1245
3163,72.16716,156.2465
3164,64.34648,117.265
3165,69.25366,128.9281
3166,68.20016,129.2408
3167,67.84238,131.1469
3168,70.54498,136.6229
3169,65.25826,110.8818
3170,67.78738,115.5424
3171,66.79884,132.1508
3172,68.13317,137.9186
3173,67.48449,123.0402
3174,70.4411,148.7687
3175,68.33621,123.88
3176,68.67946,138.1734
3177,67.95136,122.3842
3178,65.92021,120.5629
3179,68.14026,121.2805
3180,67.29912,133.4119
3181,67.43318,121.7736
3182,66.07076,122.2608
3183,69.32562,135.9047
3184,65.89875,134.5927
3185,67.23868,117.4154
3186,68.01261,129.311
3187,68.62709,122.403
3188,67.76031,143.2106
3189,67.54784,128.0734
3190,67.26315,107.2961
3191,71.53453,145.4266
3192,65.06551,123.2535
3193,67.43465,115.9394
3194,69.15557,131.1976
3195,67.10856,110.8966
3196,68.48481,132.9513
3197,68.05629,143.3736
3198,68.40527,142.3615
3199,71.97264,138.5403
3200,67.88635,145.0092
3201,68.93287,133.8419
3202,68.24127,106.3258
3203,66.01267,117.3092
3204,67.37485,134.7795
3205,68.21364,141.9627
3206,68.34543,131.9721
3207,68.65931,137.013
3208,68.84427,144.7351
3209,69.03818,143.485
3210,68.11385,127.8782
3211,67.3109,126.0281
3212,69.49562,126.4439
3213,69.39962,127.7448
3214,67.57502,126.2983
3215,66.43096,106.7579
3216,69.2189,122.9471
3217,66.19304,120.9485
3218,66.59157,107.8202
3219,66.81548,135.6921
3220,68.00225,124.7943
3221,69.09045,123.456
3222,68.6133,133.9338
3223,71.62355,157.659
3224,67.4363,133.6369
3225,65.12769,113.7514
3226,68.87788,139.7284
3227,65.8284,123.9196
3228,67.27468,117.2019
3229,68.36412,114.74
3230,67.98858,135.5863
3231,69.99934,130.2303
3232,66.73116,132.3482
3233,67.47372,116.7746
3234,65.0195,122.0863
3235,71.12723,147.136
3236,67.6698,133.6517
3237,68.77095,153.9969
3238,68.48264,135.3549
3239,66.8768,119.5152
3240,70.54119,134.2581
3241,67.04893,126.7798
3242,67.63647,118.7652
3243,67.57626,120.3951
3244,70.87537,148.4787
3245,66.23513,125.14
3246,67.01055,121.4965
3247,67.64118,129.0488
3248,67.9016,134.8018
3249,69.31483,136.4644
3250,68.22857,119.5528
3251,66.98456,135.7446
3252,67.00963,126.1537
3253,69.95272,144.3773
3254,65.80355,99.51504
3255,68.92933,134.0114
3256,67.70136,136.4446
3257,67.91607,133.3008
3258,66.84068,131.6362
3259,69.99456,135.2158
3260,66.4718,118.2191
3261,64.18564,111.0182
3262,66.246,128.8387
3263,68.80963,130.791
3264,67.65907,128.573
3265,66.77115,130.2165
3266,65.37953,131.9436
3267,66.7844,120.2342
3268,71.27461,137.3123
3269,66.61529,120.9979
3270,65.83005,123.3074
3271,69.57158,130.6931
3272,68.00656,139.9829
3273,68.69628,111.38
3274,66.42314,124.9978
3275,66.99259,122.1147
3276,67.96518,129.2041
3277,68.66471,116.8008
3278,66.61581,110.2205
3279,67.63645,131.1351
3280,70.31626,139.0315
3281,69.75296,124.5872
3282,67.08745,124.9637
3283,68.16256,127.0057
3284,68.10701,134.1875
3285,69.7191,155.7074
3286,66.6639,109.6815
3287,69.21432,142.3644
3288,64.6701,125.2237
3289,67.6419,116.4677
3290,70.95584,129.5297
3291,67.68754,129.9618
3292,68.39041,131.11
3293,70.94659,149.2299
3294,69.3929,138.8501
3295,64.29056,128.0364
3296,70.36687,136.6274
3297,67.04642,127.3941
3298,66.03627,130.0724
3299,67.23901,132.3301
3300,68.4523,115.3808
3301,68.00298,121.4437
3302,68.19927,133.5988
3303,69.15154,135.7115
3304,72.36766,138.8835
3305,70.17575,138.5825
3306,66.89187,130.3881
3307,67.86089,130.8938
3308,69.3241,126.4663
3309,68.85085,125.6815
3310,63.59867,108.3695
3311,67.68177,146.0547
3312,65.92195,128.9527
3313,66.04233,138.9407
3314,68.07077,136.7048
3315,68.53269,136.9208
3316,66.41329,121.4656
3317,67.6551,139.0278
3318,69.39574,124.2868
3319,70.72068,135.4026
3320,69.39895,127.7865
3321,68.70993,134.9467
3322,69.38351,130.8867
3323,69.01409,133.5517
3324,68.84671,121.2891
3325,66.67972,130.3173
3326,64.14012,136.6169
3327,65.45315,120.6706
3328,67.16684,132.1766
3329,67.52493,124.0382
3330,67.17756,133.8366
3331,66.73401,131.714
3332,70.0236,117.9912
3333,67.17283,116.4658
3334,65.18918,138.7007
3335,68.32763,127.9768
3336,72.55002,139.9074
3337,70.71251,148.0151
3338,70.88049,140.65
3339,66.96285,130.6093
3340,69.82684,143.0451
3341,65.16431,128.951
3342,68.23622,140.5259
3343,66.73023,142.5733
3344,72.29547,138.9453
3345,69.16314,127.5533
3346,67.56202,115.1545
3347,65.7718,119.6649
3348,67.4295,100.7527
3349,67.235,122.7841
3350,69.86435,146.7835
3351,71.88676,144.7958
3352,68.87227,138.991
3353,70.04608,137.0023
3354,68.73409,137.8343
3355,69.03486,138.8044
3356,69.26447,128.3303
3357,70.09459,124.8418
3358,70.12595,131.6374
3359,66.54739,120.0134
3360,66.3726,117.0774
3361,65.72273,113.9648
3362,67.65602,126.6406
3363,64.69649,108.3562
3364,66.41005,127.2142
3365,69.27872,134.603
3366,68.63208,121.5365
3367,68.60374,145.1284
3368,70.38104,135.204
3369,69.28461,127.5704
3370,71.64455,153.6515
3371,70.37091,155.869
3372,65.45196,121.4609
3373,69.65595,133.8526
3374,67.69863,108.9521
3375,70.04255,130.5425
3376,67.69758,124.0931
3377,66.856,132.5109
3378,69.87691,154.5701
3379,68.5184,124.004
3380,67.68314,127.6985
3381,67.61985,114.26
3382,69.25373,142.7731
3383,68.98349,115.897
3384,66.98194,125.1081
3385,63.41013,119.8153
3386,68.3495,127.3052
3387,70.14263,130.255
3388,67.67369,125.3486
3389,67.83046,118.0148
3390,71.15629,129.468
3391,70.04469,138.4503
3392,69.45013,138.6964
3393,67.78201,134.9735
3394,65.27229,119.6325
3395,69.44983,132.0852
3396,67.90892,132.1945
3397,68.1636,146.9576
3398,66.37934,112.0144
3399,68.73896,129.7229
3400,69.75201,128.9392
3401,69.44655,125.5484
3402,64.92283,102.8549
3403,64.80108,119.4034
3404,65.84217,143.8547
3405,68.34828,129.9632
3406,68.13534,125.1662
3407,66.32414,126.9552
3408,70.74868,112.1237
3409,67.48997,115.0831
3410,65.8077,120.0188
3411,67.41008,122.7409
3412,68.39969,133.5177
3413,72.19938,144.1058
3414,71.65513,146.9261
3415,70.19523,134.0839
3416,65.92306,112.9231
3417,73.35034,142.4875
3418,64.21849,121.3899
3419,65.70466,122.7506
3420,68.90463,136.1054
3421,68.06195,127.8162
3422,66.85163,139.0505
3423,69.58698,124.5701
3424,69.42478,126.8527
3425,68.02716,145.8616
3426,71.71699,136.8975
3427,66.95183,133.4618
3428,69.74699,122.1901
3429,68.80049,115.6403
3430,67.89371,125.377
3431,68.57659,129.2547
3432,68.72581,129.1874
3433,69.63584,133.0704
3434,68.9713,138.0269
3435,66.8827,118.8532
3436,69.21469,142.7606
3437,67.98056,126.2747
3438,68.56045,119.1386
3439,67.92182,117.0603
3440,69.15108,120.454
3441,69.09773,132.1603
3442,66.92076,108.7441
3443,67.43796,106.5115
3444,67.67848,130.2144
3445,70.02323,140.4403
3446,67.78297,124.5214
3447,72.83169,139.3706
3448,68.05868,129.4378
3449,67.44814,129.0994
3450,65.57065,118.2219
3451,67.59465,117.6786
3452,67.82155,140.8622
3453,68.47258,122.6694
3454,63.58771,104.467
3455,67.95929,129.0106
3456,65.22442,124.3217
3457,66.44894,101.9139
3458,67.33704,139.416
3459,65.69507,132.7342
3460,70.72749,132.8116
3461,67.41511,124.3421
3462,69.76325,126.7586
3463,65.37021,119.848
3464,70.00296,111.9376
3465,66.22804,117.26
3466,71.01952,131.8577
3467,66.66825,122.6517
3468,65.766,117.0445
3469,69.19585,117.8609
3470,66.01043,130.8876
3471,65.81063,124.3575
3472,69.63647,131.0505
3473,67.20188,142.083
3474,67.84033,100.3696
3475,63.55149,127.0979
3476,68.31141,124.2054
3477,65.48001,116.5552
3478,69.58827,123.5653
3479,66.1176,111.8548
3480,71.49457,150.1752
3481,70.91224,128.172
3482,65.08904,120.4457
3483,66.85324,110.6689
3484,67.33053,135.7821
3485,70.41812,145.8887
3486,70.74812,144.6908
3487,69.897,128.3047
3488,68.29767,137.1886
3489,67.83703,127.2593
3490,65.24423,122.1945
3491,67.84894,139.6043
3492,70.42564,129.817
3493,70.55525,152.9847
3494,67.88636,123.5425
3495,69.7096,137.7755
3496,67.07269,116.3106
3497,71.88822,125.4909
3498,71.28254,134.9234
3499,66.61757,116.9673
3500,69.33248,131.029
3501,69.17119,138.2493
3502,68.93099,117.0109
3503,65.39211,117.1889
3504,66.40145,133.3265
3505,65.97157,121.4286
3506,65.61777,122.2767
3507,67.1943,129.2964
3508,65.74682,106.9673
3509,64.34058,118.7342
3510,65.27557,112.0218
3511,71.37011,133.4833
3512,68.13757,127.5429
3513,72.05393,131.366
3514,65.7047,114.9957
3515,67.07598,125.5866
3516,63.96935,84.86345
3517,65.26358,129.4427
3518,65.97301,126.9647
3519,68.28892,139.8538
3520,65.81249,120.6804
3521,64.11914,127.4184
3522,67.02094,120.0865
3523,69.03252,132.7904
3524,68.99289,123.4864
3525,64.41882,114.4503
3526,67.15633,112.938
3527,68.76733,116.9251
3528,69.01892,133.9261
3529,66.76233,128.2645
3530,68.18232,107.0685
3531,67.28745,128.2196
3532,68.65317,126.5592
3533,71.06665,125.8611
3534,70.31177,134.6115
3535,72.4691,152.1181
3536,68.8736,135.5056
3537,64.68847,115.9514
3538,68.1288,127.6565
3539,67.36526,141.0621
3540,65.60339,109.572
3541,68.0437,122.3788
3542,69.28083,134.2059
3543,68.87006,134.8058
3544,68.5515,108.4165
3545,70.402,121.5254
3546,70.89245,131.4848
3547,63.57508,112.824
3548,69.96784,129.2959
3549,69.86404,144.6551
3550,67.43349,123.2584
3551,65.953,130.0755
3552,66.51685,97.84025
3553,66.59374,133.7803
3554,64.82036,106.5226
3555,68.76391,139.4665
3556,67.24653,116.868
3557,67.62134,133.7579
3558,66.16322,118.9108
3559,67.42497,122.3291
3560,68.65199,127.3678
3561,67.41315,114.0066
3562,68.24549,137.0083
3563,66.02486,110.0077
3564,65.25809,132.9911
3565,69.91392,132.3932
3566,65.79089,117.5234
3567,67.71449,130.4334
3568,68.29458,117.7587
3569,65.61141,117.7477
3570,67.78179,129.0761
3571,64.30338,105.6364
3572,67.30706,131.7766
3573,68.96485,131.8757
3574,64.97931,125.9879
3575,69.07887,123.8861
3576,67.39433,133.0366
3577,67.27351,131.1858
3578,67.64179,126.7371
3579,70.45489,151.614
3580,69.09422,147.1926
3581,66.0667,134.7624
3582,67.70438,133.445
3583,66.985,111.2501
3584,65.46653,117.0386
3585,68.69845,129.8079
3586,66.04072,99.27518
3587,66.09431,128.5692
3588,69.80498,151.548
3589,67.73859,139.3895
3590,66.68205,120.0516
3591,68.9189,124.0676
3592,67.06468,137.5999
3593,65.256,129.4912
3594,68.3313,139.801
3595,68.39086,148.5226
3596,67.84685,120.6246
3597,66.37815,138.6642
3598,63.32113,92.37513
3599,66.57084,136.5421
3600,67.88983,118.2089
3601,70.94094,138.6145
3602,69.91224,135.6715
3603,64.89822,104.5861
3604,69.46685,128.2748
3605,68.56738,125.4858
3606,66.53162,143.8794
3607,68.6378,125.3511
3608,70.90025,126.3358
3609,71.26396,139.7274
3610,67.13527,116.2366
3611,64.80236,97.79781
3612,70.67036,136.8521
3613,66.13501,112.7896
3614,64.77081,112.5529
3615,68.35648,120.7636
3616,68.24493,119.3536
3617,67.7318,135.4753
3618,67.04488,140.4543
3619,69.94917,142.0555
3620,64.50981,126.8512
3621,67.87716,123.1267
3622,68.61556,118.3477
3623,68.08104,134.5331
3624,66.35068,116.8814
3625,66.71224,108.9156
3626,71.16146,134.9529
3627,64.76054,109.5924
3628,66.75144,106.5216
3629,66.73685,119.4936
3630,69.68151,137.7906
3631,70.72413,151.0354
3632,68.34441,121.4853
3633,67.6858,146.7791
3634,66.98729,140.0306
3635,69.43833,116.5077
3636,70.35311,140.7913
3637,68.29063,140.0969
3638,69.81605,131.6661
3639,68.07763,144.0462
3640,69.63007,136.5389
3641,67.94658,124.5183
3642,66.66861,123.3439
3643,72.54964,140.3326
3644,65.96495,125.1353
3645,68.73999,142.2247
3646,73.25271,156.3537
3647,63.8433,113.8671
3648,66.96921,120.7632
3649,67.68747,120.6478
3650,66.81228,139.8202
3651,66.72332,119.0638
3652,68.9021,141.0105
3653,69.92563,143.4254
3654,69.85536,133.5108
3655,69.32382,137.0878
3656,66.59092,121.7154
3657,68.85426,127.9174
3658,66.54029,113.4724
3659,65.65814,128.0828
3660,69.30998,131.776
3661,70.17204,138.2634
3662,67.97014,125.758
3663,66.85274,120.3874
3664,67.93626,129.0463
3665,72.43693,136.391
3666,67.58597,130.0804
3667,68.61381,118.5302
3668,70.42389,129.8475
3669,66.40833,119.5325
3670,70.57091,138.3516
3671,69.79777,128.9593
3672,67.34701,116.8005
3673,66.40224,123.1326
3674,64.68881,116.9304
3675,69.53955,126.5974
3676,69.43648,141.1934
3677,69.36832,131.6094
3678,67.02639,109.3029
3679,68.60035,116.408
3680,64.90605,101.3305
3681,73.6704,147.9165
3682,68.37014,141.2402
3683,68.3104,138.8869
3684,64.51584,148.5007
3685,66.12992,101.0513
3686,65.38495,125.7223
3687,65.11549,106.3269
3688,67.05783,126.3894
3689,66.99532,134.2725
3690,67.08079,125.6528
3691,65.28833,113.2531
3692,68.09544,119.5911
3693,66.6868,116.2576
3694,68.33953,143.6987
3695,66.84266,112.5571
3696,68.83968,131.1388
3697,61.8934,95.74545
3698,65.73799,113.6203
3699,68.72588,141.3191
3700,67.8244,116.9133
3701,67.01202,124.2022
3702,65.5611,117.5665
3703,67.55321,119.2307
3704,67.1303,114.5048
3705,67.64061,130.0058
3706,66.83182,140.4851
3707,68.27516,144.0058
3708,69.44828,131.2024
3709,69.58545,126.2305
3710,66.7071,104.6225
3711,68.19325,121.5126
3712,69.13191,135.9547
3713,66.59378,136.2738
3714,66.48656,131.7593
3715,66.37289,118.7403
3716,70.71575,139.42
3717,67.15897,129.0818
3718,67.76901,114.4204
3719,65.18164,113.1913
3720,67.83932,112.5536
3721,68.0491,157.6543
3722,68.58692,121.5904
3723,65.95317,119.206
3724,71.02002,136.1093
3725,69.2108,116.8245
3726,67.16712,133.9377
3727,64.82773,119.5375
3728,71.89734,125.1534
3729,66.29137,119.6552
3730,69.63011,136.2859
3731,66.65205,112.4741
3732,70.56251,132.5837
3733,67.79995,131.5466
3734,68.74825,128.4833
3735,66.84629,137.0769
3736,67.47997,112.9767
3737,67.13893,124.5135
3738,68.40021,138.2798
3739,68.86099,136.6706
3740,66.17409,119.2702
3741,68.84978,131.2561
3742,68.67678,129.8508
3743,69.82135,156.1101
3744,64.2599,108.0741
3745,69.71651,136.2846
3746,70.94085,136.9681
3747,70.06779,139.4128
3748,70.88342,135.7171
3749,65.49529,118.6689
3750,68.4804,138.799
3751,68.51303,138.9157
3752,68.16142,118.2547
3753,71.95866,135.3357
3754,64.75487,129.262
3755,70.30789,135.1908
3756,67.4222,115.1791
3757,68.24432,112.2308
3758,68.24598,122.3013
3759,68.67772,128.2031
3760,69.45147,157.3486
3761,67.00023,128.2287
3762,68.53583,115.0374
3763,68.09648,149.9119
3764,66.8815,118.7213
3765,64.35721,111.8923
3766,64.95432,119.5408
3767,68.10575,121.9841
3768,66.80947,111.1912
3769,63.88864,112.1842
3770,67.38665,106.1061
3771,68.92239,132.2605
3772,68.34907,118.027
3773,65.8834,131.8548
3774,65.81926,122.7493
3775,67.6519,126.4083
3776,69.91178,135.567
3777,69.43847,144.6145
3778,68.6245,133.9108
3779,68.5874,139.0597
3780,69.96201,143.3765
3781,68.48251,133.9215
3782,70.14044,132.9707
3783,67.69318,151.5436
3784,69.74263,140.4279
3785,64.14704,115.8887
3786,71.15494,146.3078
3787,70.42127,135.2438
3788,69.4086,130.0152
3789,67.23391,113.361
3790,69.52859,109.7608
3791,69.78153,155.0882
3792,65.86011,116.5987
3793,68.53242,115.8963
3794,69.43053,123.8453
3795,70.51721,132.1602
3796,72.46195,150.0174
3797,70.57152,123.4049
3798,64.81039,113.7813
3799,69.14193,124.9768
3800,72.59694,140.1938
3801,67.29902,125.6349
3802,69.3501,124.6512
3803,69.0374,115.7152
3804,71.50733,147.7946
3805,68.58383,123.7158
3806,68.9172,137.4837
3807,69.94709,119.3727
3808,68.63514,111.791
3809,68.30987,140.6815
3810,68.95399,142.1807
3811,65.52576,130.6623
3812,66.58753,131.0557
3813,69.43486,118.7635
3814,70.6428,147.6001
3815,68.57866,140.395
3816,68.1007,129.3231
3817,70.56771,125.4514
3818,64.97452,107.0565
3819,67.85384,128.0846
